ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list
CR173341306653769728,AR312665922567405568,https://transparencyreport.google.com/political-ads/library/advertiser/AR312665922567405568/creative/CR173341306653769728,Image,US,2018-10-31,2018-11-07,CA380647627001167872
CR281420138568220672,AR313943555078881280,https://transparencyreport.google.com/political-ads/library/advertiser/AR313943555078881280/creative/CR281420138568220672,Image,US,2019-09-20,2019-10-08,CA397812240461332480
CR184555500623364096,AR314183523491643392,https://transparencyreport.google.com/political-ads/library/advertiser/AR314183523491643392/creative/CR184555500623364096,Video,"DK, EU",2019-05-11,2019-06-05,CA392363198273028096
CR170669768276180992,AR319275361839874048,https://transparencyreport.google.com/political-ads/library/advertiser/AR319275361839874048/creative/CR170669768276180992,Image,US,2019-05-24,2019-06-25,CA537383284418543616
CR248271649697169408,AR319317693037543424,https://transparencyreport.google.com/political-ads/library/advertiser/AR319317693037543424/creative/CR248271649697169408,Text,US,2019-08-09,2019-10-15,CA175906192403464192
CR247695780482121728,AR319421322008461312,https://transparencyreport.google.com/political-ads/library/advertiser/AR319421322008461312/creative/CR247695780482121728,Text,US,2018-10-19,2018-10-22,CA185546985233711104
CR308091954195857408,AR319421322008461312,https://transparencyreport.google.com/political-ads/library/advertiser/AR319421322008461312/creative/CR308091954195857408,Video,US,2018-07-19,2018-07-31,CA473177028036657152
CR512293253706416128,AR319421322008461312,https://transparencyreport.google.com/political-ads/library/advertiser/AR319421322008461312/creative/CR512293253706416128,Video,US,2018-08-03,2018-08-22,CA286550322384470016
CR57362346254794752,AR323496936734720000,https://transparencyreport.google.com/political-ads/library/advertiser/AR323496936734720000/creative/CR57362346254794752,Text,US,2019-07-11,2019-10-20,CA128575515362590720
CR500998795387994112,AR32483696653107200,https://transparencyreport.google.com/political-ads/library/advertiser/AR32483696653107200/creative/CR500998795387994112,Text,US,2019-09-09,2019-10-04,CA31217059257909248
CR223715431880327168,AR329053043867779072,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR223715431880327168,Image,US,2018-09-06,2018-11-05,CA174598048444317696
CR373012618257891328,AR329053043867779072,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR373012618257891328,Image,US,2018-11-01,2018-11-06,CA177711865374179328
CR397521831952646144,AR329053043867779072,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR397521831952646144,Image,US,2018-07-31,2018-09-11,CA192045098953867264
CR399276652510576640,AR329053043867779072,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR399276652510576640,Text,US,2018-07-10,2018-07-24,CA165793159329087488
CR62777715899498496,AR329053043867779072,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR62777715899498496,Text,US,2018-08-01,2018-09-04,CA422502736135716864
CR251893166121156608,AR330633591832707072,https://transparencyreport.google.com/political-ads/library/advertiser/AR330633591832707072/creative/CR251893166121156608,Video,"EU, FI",2019-04-10,2019-04-14,CA171784947944652800
CR23711792886710272,AR332261143919722496,https://transparencyreport.google.com/political-ads/library/advertiser/AR332261143919722496/creative/CR23711792886710272,Image,US,2018-05-31,2018-07-10,CA401785463167254528
CR464781294685913088,AR333020356698701824,https://transparencyreport.google.com/political-ads/library/advertiser/AR333020356698701824/creative/CR464781294685913088,Image,"AT, EU",2019-09-28,2019-09-29,CA487967795892453376
CR125401500171108352,AR336309820611100672,https://transparencyreport.google.com/political-ads/library/advertiser/AR336309820611100672/creative/CR125401500171108352,Image,US,2018-08-22,2018-10-30,CA345937144423907328
CR141951349192392704,AR336309820611100672,https://transparencyreport.google.com/political-ads/library/advertiser/AR336309820611100672/creative/CR141951349192392704,Image,US,2018-07-10,2018-10-05,CA265518863968370688
CR559821567962382336,AR336309820611100672,https://transparencyreport.google.com/political-ads/library/advertiser/AR336309820611100672/creative/CR559821567962382336,Image,US,2018-06-20,2018-08-14,CA489221101709164544
CR412335552113672192,AR338146005029486592,https://transparencyreport.google.com/political-ads/library/advertiser/AR338146005029486592/creative/CR412335552113672192,Image,US,2018-10-23,2018-11-06,CA541602935168040960
CR414587351927357440,AR338146005029486592,https://transparencyreport.google.com/political-ads/library/advertiser/AR338146005029486592/creative/CR414587351927357440,Image,US,2018-10-23,2018-11-06,CA541602935168040960
CR50077257087057920,AR338146005029486592,https://transparencyreport.google.com/political-ads/library/advertiser/AR338146005029486592/creative/CR50077257087057920,Image,US,2018-10-26,2018-11-06,CA541602935168040960
CR360360675396026368,AR338561620424785920,https://transparencyreport.google.com/political-ads/library/advertiser/AR338561620424785920/creative/CR360360675396026368,Text,US,2019-09-23,2019-09-26,CA514144968726544384
CR122132377223823360,AR340024520645541888,https://transparencyreport.google.com/political-ads/library/advertiser/AR340024520645541888/creative/CR122132377223823360,Video,US,2019-07-16,2019-09-18,CA274973289577709568
CR384097619611222016,AR340024520645541888,https://transparencyreport.google.com/political-ads/library/advertiser/AR340024520645541888/creative/CR384097619611222016,Video,US,2019-07-16,2019-09-18,CA527174868710457344
CR425192966210977792,AR340024520645541888,https://transparencyreport.google.com/political-ads/library/advertiser/AR340024520645541888/creative/CR425192966210977792,Video,US,2019-07-16,2019-09-19,CA13764511190220800
CR476239992553734144,AR340024520645541888,https://transparencyreport.google.com/political-ads/library/advertiser/AR340024520645541888/creative/CR476239992553734144,Image,US,2019-07-29,2019-08-04,CA182661591844519936
CR536197873444847616,AR340024520645541888,https://transparencyreport.google.com/political-ads/library/advertiser/AR340024520645541888/creative/CR536197873444847616,Video,US,2019-10-04,2019-10-20,CA116659420657614848
CR556360305358143488,AR340024520645541888,https://transparencyreport.google.com/political-ads/library/advertiser/AR340024520645541888/creative/CR556360305358143488,Video,US,2019-07-16,2019-09-18,CA527174868710457344
CR28877023636094976,AR340766690994290688,https://transparencyreport.google.com/political-ads/library/advertiser/AR340766690994290688/creative/CR28877023636094976,Image,"EU, FI",2019-04-09,2019-04-14,CA413290477962395648
CR305445429707800576,AR342318651656896512,https://transparencyreport.google.com/political-ads/library/advertiser/AR342318651656896512/creative/CR305445429707800576,Image,US,2018-10-28,2018-11-06,CA323882040682348544
CR16604824602673152,AR344734278703120384,https://transparencyreport.google.com/political-ads/library/advertiser/AR344734278703120384/creative/CR16604824602673152,Image,US,2018-10-22,2018-11-09,CA542329712354000896
CR18622428439642112,AR344734278703120384,https://transparencyreport.google.com/political-ads/library/advertiser/AR344734278703120384/creative/CR18622428439642112,Image,US,2018-10-23,2018-11-09,CA542329712354000896
CR381091829698789376,AR344734278703120384,https://transparencyreport.google.com/political-ads/library/advertiser/AR344734278703120384/creative/CR381091829698789376,Image,US,2018-10-23,2018-11-07,CA542329712354000896
CR538928922889289728,AR344734278703120384,https://transparencyreport.google.com/political-ads/library/advertiser/AR344734278703120384/creative/CR538928922889289728,Image,US,2018-10-23,2018-11-09,CA542329712354000896
CR39464770855763968,AR346269196935495680,https://transparencyreport.google.com/political-ads/library/advertiser/AR346269196935495680/creative/CR39464770855763968,Text,US,2018-11-01,2018-11-06,CA162011938841165824
CR27582348694388736,AR346649627958706176,https://transparencyreport.google.com/political-ads/library/advertiser/AR346649627958706176/creative/CR27582348694388736,Image,US,2018-10-16,2018-11-02,CA357119177678389248
CR445150476644646912,AR346649627958706176,https://transparencyreport.google.com/political-ads/library/advertiser/AR346649627958706176/creative/CR445150476644646912,Video,US,2018-10-19,2018-11-05,CA514674795892178944
CR461143972782276608,AR347568819679526912,https://transparencyreport.google.com/political-ads/library/advertiser/AR347568819679526912/creative/CR461143972782276608,Text,US,2018-05-31,2018-06-25,CA492950645150580736
CR254165856655769600,AR347872284888793088,https://transparencyreport.google.com/political-ads/library/advertiser/AR347872284888793088/creative/CR254165856655769600,Text,US,2018-10-16,2018-11-06,CA142631397134172160
CR456836086224650240,AR347905270237626368,https://transparencyreport.google.com/political-ads/library/advertiser/AR347905270237626368/creative/CR456836086224650240,Text,US,2018-09-19,2018-11-06,CA394489378883239936
CR573929676536283136,AR347905270237626368,https://transparencyreport.google.com/political-ads/library/advertiser/AR347905270237626368/creative/CR573929676536283136,Image,US,2018-09-20,2018-11-06,CA337068483634266112
CR404055130044891136,AR348815665865424896,https://transparencyreport.google.com/political-ads/library/advertiser/AR348815665865424896/creative/CR404055130044891136,Text,US,2018-10-18,2018-11-06,CA94503024407347200
CR136071435884953600,AR350209296853630976,https://transparencyreport.google.com/political-ads/library/advertiser/AR350209296853630976/creative/CR136071435884953600,Image,US,2019-04-30,2019-05-03,CA263306921451192320
CR334513768367128576,AR350209296853630976,https://transparencyreport.google.com/political-ads/library/advertiser/AR350209296853630976/creative/CR334513768367128576,Text,US,2019-03-14,2019-04-01,CA517120659508166656
CR88197874977865728,AR350209296853630976,https://transparencyreport.google.com/political-ads/library/advertiser/AR350209296853630976/creative/CR88197874977865728,Text,US,2019-04-29,2019-07-15,CA527316430832533504
CR462986754270429184,AR350946519400054784,https://transparencyreport.google.com/political-ads/library/advertiser/AR350946519400054784/creative/CR462986754270429184,Video,US,2018-09-11,2018-09-24,CA445486927202746368
CR269236037903974400,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR269236037903974400,Image,"EU, GR",2019-06-20,2019-07-05,CA454305835091230720
CR43774581558738944,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR43774581558738944,Image,"EU, GR",2019-06-20,2019-07-05,CA556762726613909504
CR462760529753014272,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR462760529753014272,Image,"EU, GR",2019-05-16,2019-05-24,CA272949638426787840
CR1776810790486016,AR354324219120582656,https://transparencyreport.google.com/political-ads/library/advertiser/AR354324219120582656/creative/CR1776810790486016,Video,US,2018-07-19,2018-07-21,CA219779180252889088
CR458900969061613568,AR357701918841110528,https://transparencyreport.google.com/political-ads/library/advertiser/AR357701918841110528/creative/CR458900969061613568,Text,US,2018-05-31,2018-12-21,CA404426764975079424
CR190938028183650304,AR360964994474442752,https://transparencyreport.google.com/political-ads/library/advertiser/AR360964994474442752/creative/CR190938028183650304,Video,"EU, PL",2019-10-10,2019-10-11,CA26714971459026944
CR45225387151589376,AR361287976015101952,https://transparencyreport.google.com/political-ads/library/advertiser/AR361287976015101952/creative/CR45225387151589376,Video,"EU, SK",2019-05-10,2019-05-22,CA139809775419392000
CR165002610468716544,AR362479296863797248,https://transparencyreport.google.com/political-ads/library/advertiser/AR362479296863797248/creative/CR165002610468716544,Video,US,2018-10-29,2018-11-06,CA307428948684308480
CR132690162751635456,AR366181352514519040,https://transparencyreport.google.com/political-ads/library/advertiser/AR366181352514519040/creative/CR132690162751635456,Image,US,2018-10-24,2018-11-06,CA425264709344690176
CR142260311959797760,AR366181352514519040,https://transparencyreport.google.com/political-ads/library/advertiser/AR366181352514519040/creative/CR142260311959797760,Image,US,2018-10-24,2018-11-06,CA425264709344690176
CR152044865935376384,AR366181352514519040,https://transparencyreport.google.com/political-ads/library/advertiser/AR366181352514519040/creative/CR152044865935376384,Image,US,2018-09-07,2018-09-19,CA425264709344690176
CR217643928671748096,AR366181352514519040,https://transparencyreport.google.com/political-ads/library/advertiser/AR366181352514519040/creative/CR217643928671748096,Image,US,2018-10-07,2018-10-23,CA425264709344690176
CR560091223189094400,AR366181352514519040,https://transparencyreport.google.com/political-ads/library/advertiser/AR366181352514519040/creative/CR560091223189094400,Video,US,2018-08-01,2018-09-07,CA65944309387493376
CR279565399891116032,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR279565399891116032,Image,"BE, EU",2019-05-22,2019-05-25,CA555573604788469760
CR354490520254283776,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR354490520254283776,Image,"BE, EU",2019-05-23,2019-05-25,CA555573604788469760
CR433203458175139840,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR433203458175139840,Video,"BE, EU",2019-05-06,2019-05-11,CA429095682733768704
CR469375191705714688,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR469375191705714688,Video,"BE, EU",2019-05-12,2019-05-22,CA434094062593638400
CR518562943885901824,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR518562943885901824,Video,"BE, EU",2019-05-12,2019-05-22,CA189351570343723008
CR497972389632540672,AR369940857647792128,https://transparencyreport.google.com/political-ads/library/advertiser/AR369940857647792128/creative/CR497972389632540672,Video,"EU, FI",2019-05-26,2019-05-26,CA80127184752082944
CR375425221647138816,AR371219589670895616,https://transparencyreport.google.com/political-ads/library/advertiser/AR371219589670895616/creative/CR375425221647138816,Image,"EU, GR",2019-05-23,2019-05-23,CA330511271164116992
CR87225082065190912,AR371219589670895616,https://transparencyreport.google.com/political-ads/library/advertiser/AR371219589670895616/creative/CR87225082065190912,Image,"EU, GR",2019-07-01,2019-07-04,CA330511271164116992
CR304003695085879296,AR372338617630064640,https://transparencyreport.google.com/political-ads/library/advertiser/AR372338617630064640/creative/CR304003695085879296,Text,US,2019-08-07,2019-08-31,CA157879699266076672
CR9812041766273024,AR373882331955462144,https://transparencyreport.google.com/political-ads/library/advertiser/AR373882331955462144/creative/CR9812041766273024,Video,US,2018-09-08,2018-09-10,CA141542330866860032
CR136038450536120320,AR374597289391423488,https://transparencyreport.google.com/political-ads/library/advertiser/AR374597289391423488/creative/CR136038450536120320,Text,"EU, PL",2019-05-09,2019-05-24,CA226224792292818944
CR55747713429405696,AR380226788925636608,https://transparencyreport.google.com/political-ads/library/advertiser/AR380226788925636608/creative/CR55747713429405696,Video,"ES, EU",2019-05-19,2019-05-23,CA350284888278040576
CR180245964798296064,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR180245964798296064,Text,US,2019-06-27,2019-06-27,CA156338183963934720
CR226196754746310656,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR226196754746310656,Video,US,2019-02-26,2019-03-02,CA193492880889741312
CR286614231497834496,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR286614231497834496,Text,US,2019-09-24,2019-09-26,CA15934259948683264
CR351782972870885376,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR351782972870885376,Text,US,2019-06-12,2019-06-14,CA314346800968368128
CR377838099914293248,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR377838099914293248,Video,US,2019-08-15,2019-08-19,CA514986782316560384
CR388684782122303488,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR388684782122303488,Text,US,2019-07-02,2019-07-05,CA160830788475027456
CR59379262896996352,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR59379262896996352,Text,US,2019-10-14,2019-10-16,CA15934259948683264
CR88893453521387520,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR88893453521387520,Text,US,2019-09-19,2019-09-21,CA213164655739142144
CR89092052809154560,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR89092052809154560,Video,US,2019-06-19,2019-06-20,CA565769925868650496
CR199508034127396864,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR199508034127396864,Text,US,2019-04-14,2019-04-15,CA454990555957428224
CR2100342086959104,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR2100342086959104,Text,US,2019-05-17,2019-06-26,CA8785372783837184
CR219777256107540480,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR219777256107540480,Text,US,2019-05-16,2019-06-26,CA21346193619550208
CR67017157858295808,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR67017157858295808,Text,US,2019-09-12,2019-09-12,CA383342255122939904
CR155532516818681856,AR384723516605333504,https://transparencyreport.google.com/political-ads/library/advertiser/AR384723516605333504/creative/CR155532516818681856,Video,US,2018-06-13,2018-06-27,CA154476985656016896
CR294299680337035264,AR384723516605333504,https://transparencyreport.google.com/political-ads/library/advertiser/AR384723516605333504/creative/CR294299680337035264,Text,US,2018-07-19,2018-08-02,CA405552664881922048
CR89245159803322368,AR384723516605333504,https://transparencyreport.google.com/political-ads/library/advertiser/AR384723516605333504/creative/CR89245159803322368,Text,US,2018-06-25,2018-07-19,CA405552664881922048
CR293376090569703424,AR384925826744844288,https://transparencyreport.google.com/political-ads/library/advertiser/AR384925826744844288/creative/CR293376090569703424,Image,US,2018-08-07,2018-08-10,CA405403131300544512
CR84104118309748736,AR386241117529571328,https://transparencyreport.google.com/political-ads/library/advertiser/AR386241117529571328/creative/CR84104118309748736,Image,"CZ, EU",2019-05-02,2019-05-08,CA550763241416949760
CR101874700115771392,AR386975316419018752,https://transparencyreport.google.com/political-ads/library/advertiser/AR386975316419018752/creative/CR101874700115771392,Image,US,2018-10-10,2018-10-11,CA267777260851822592
CR176502402583625728,AR386975316419018752,https://transparencyreport.google.com/political-ads/library/advertiser/AR386975316419018752/creative/CR176502402583625728,Image,US,2018-06-29,2018-07-09,CA174743183979184128
CR280415047501479936,AR386975316419018752,https://transparencyreport.google.com/political-ads/library/advertiser/AR386975316419018752/creative/CR280415047501479936,Video,US,2018-09-15,2018-09-25,CA78632673572028416
CR460932866549743616,AR386975316419018752,https://transparencyreport.google.com/political-ads/library/advertiser/AR386975316419018752/creative/CR460932866549743616,Video,US,2018-07-01,2018-07-07,CA348131769632948224
CR564482672630431744,AR386975316419018752,https://transparencyreport.google.com/political-ads/library/advertiser/AR386975316419018752/creative/CR564482672630431744,Image,US,2018-09-30,2018-11-02,CA125311340217630720
CR403447100114731008,AR390006669976797184,https://transparencyreport.google.com/political-ads/library/advertiser/AR390006669976797184/creative/CR403447100114731008,Text,US,2018-09-08,2018-11-06,CA214929234462769152
CR250839284225933312,AR392604815953231872,https://transparencyreport.google.com/political-ads/library/advertiser/AR392604815953231872/creative/CR250839284225933312,Text,US,2018-10-23,2018-11-06,CA467997228758204416
CR527132812390694912,AR394698835848331264,https://transparencyreport.google.com/political-ads/library/advertiser/AR394698835848331264/creative/CR527132812390694912,Text,US,2019-01-08,2019-01-09,CA276197870653145088
CR480588286163681280,AR396652668010889216,https://transparencyreport.google.com/political-ads/library/advertiser/AR396652668010889216/creative/CR480588286163681280,Text,US,2019-02-13,2019-06-21,CA425370812216770560
CR512127777206435840,AR396652668010889216,https://transparencyreport.google.com/political-ads/library/advertiser/AR396652668010889216/creative/CR512127777206435840,Text,US,2019-02-13,2019-05-02,CA333047019855675392
CR248005018127433728,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR248005018127433728,Image,"EU, IT",2019-05-20,2019-05-24,CA14543515178500096
CR269436698776043520,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR269436698776043520,Image,"EU, IT",2019-05-21,2019-05-24,CA492206550656483328
CR133221226867851264,AR40198145111490560,https://transparencyreport.google.com/political-ads/library/advertiser/AR40198145111490560/creative/CR133221226867851264,Image,US,2018-09-03,2018-09-17,CA107044054033760256
CR341086923755880448,AR40198145111490560,https://transparencyreport.google.com/political-ads/library/advertiser/AR40198145111490560/creative/CR341086923755880448,Text,US,2018-10-18,2018-11-06,CA246312594854379520
CR392663639825317888,AR402155723707908096,https://transparencyreport.google.com/political-ads/library/advertiser/AR402155723707908096/creative/CR392663639825317888,Image,IN,2019-03-27,2019-04-09,CA119056768323026944
CR538586425017237504,AR402155723707908096,https://transparencyreport.google.com/political-ads/library/advertiser/AR402155723707908096/creative/CR538586425017237504,Image,IN,2019-03-21,2019-03-29,CA210879183381856256
CR126305298729140224,AR408941359718727680,https://transparencyreport.google.com/political-ads/library/advertiser/AR408941359718727680/creative/CR126305298729140224,Video,US,2018-10-08,2018-11-07,CA69201062828965888
CR447608984644354048,AR408941359718727680,https://transparencyreport.google.com/political-ads/library/advertiser/AR408941359718727680/creative/CR447608984644354048,Video,US,2018-10-08,2018-10-10,CA471147329571782656
CR495600468173520896,AR408941359718727680,https://transparencyreport.google.com/political-ads/library/advertiser/AR408941359718727680/creative/CR495600468173520896,Video,US,2018-10-08,2018-10-26,CA434837057576108032
CR55936554551476224,AR408941359718727680,https://transparencyreport.google.com/political-ads/library/advertiser/AR408941359718727680/creative/CR55936554551476224,Video,US,2018-10-08,2018-11-07,CA69201062828965888
CR94169047750410240,AR40969452518375424,https://transparencyreport.google.com/political-ads/library/advertiser/AR40969452518375424/creative/CR94169047750410240,Text,"DK, EU",2019-05-14,2019-06-05,CA356615876230774784
CR6171283888799744,AR416139587467870208,https://transparencyreport.google.com/political-ads/library/advertiser/AR416139587467870208/creative/CR6171283888799744,Video,"EU, GR",2019-06-29,2019-07-05,CA112428087597072384
CR319900709078171648,AR417418594368880640,https://transparencyreport.google.com/political-ads/library/advertiser/AR417418594368880640/creative/CR319900709078171648,Image,US,2018-08-23,2018-08-31,CA447536416876920832
CR43030761942548480,AR417822664892088320,https://transparencyreport.google.com/political-ads/library/advertiser/AR417822664892088320/creative/CR43030761942548480,Text,"BE, EU",2019-04-26,2019-05-25,CA193487108453695488
CR239369178924974080,AR417948558973468672,https://transparencyreport.google.com/political-ads/library/advertiser/AR417948558973468672/creative/CR239369178924974080,Image,US,2018-10-28,2018-11-06,CA253567172574445568
CR271827861688549376,AR417948558973468672,https://transparencyreport.google.com/political-ads/library/advertiser/AR417948558973468672/creative/CR271827861688549376,Image,US,2018-10-05,2018-10-28,CA253567172574445568
CR338537431168974848,AR417948558973468672,https://transparencyreport.google.com/political-ads/library/advertiser/AR417948558973468672/creative/CR338537431168974848,Image,US,2018-10-05,2018-10-28,CA253567172574445568
CR14694972905226240,AR418326790973423616,https://transparencyreport.google.com/political-ads/library/advertiser/AR418326790973423616/creative/CR14694972905226240,Image,US,2018-10-30,2018-11-06,CA515475240357199872
CR281709172687372288,AR418326790973423616,https://transparencyreport.google.com/political-ads/library/advertiser/AR418326790973423616/creative/CR281709172687372288,Image,US,2018-10-30,2018-11-06,CA515475240357199872
CR231043676879454208,AR419626413717454848,https://transparencyreport.google.com/political-ads/library/advertiser/AR419626413717454848/creative/CR231043676879454208,Text,US,2018-11-01,2018-11-05,CA352289023097569280
CR498678001219665920,AR424466463902924800,https://transparencyreport.google.com/political-ads/library/advertiser/AR424466463902924800/creative/CR498678001219665920,Image,US,2018-10-24,2018-11-06,CA503885288288813056
CR164512778038542336,AR427131130332839936,https://transparencyreport.google.com/political-ads/library/advertiser/AR427131130332839936/creative/CR164512778038542336,Text,"EU, FI",2019-03-28,2019-04-14,CA8718577452449792
CR195034945947697152,AR428206177826897920,https://transparencyreport.google.com/political-ads/library/advertiser/AR428206177826897920/creative/CR195034945947697152,Image,"EU, HR",2019-05-09,2019-05-16,CA558353170183487488
CR34347093984280576,AR428633612972195840,https://transparencyreport.google.com/political-ads/library/advertiser/AR428633612972195840/creative/CR34347093984280576,Text,US,2019-01-16,2019-04-15,CA553397396399194112
CR352002875196440576,AR432363981047332864,https://transparencyreport.google.com/political-ads/library/advertiser/AR432363981047332864/creative/CR352002875196440576,Text,US,2019-06-03,2019-06-05,CA119363806945083392
CR100407126970597376,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR100407126970597376,Image,US,2019-09-14,2019-09-27,CA227686593001947136
CR101600509403594752,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR101600509403594752,Video,US,2019-10-19,2019-10-20,CA160569517024477184
CR139318156282822656,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR139318156282822656,Video,US,2019-10-19,2019-10-20,CA505094888518320128
CR420370920528412672,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR420370920528412672,Video,US,2019-10-19,2019-10-20,CA161132466977898496
CR404153536335577088,AR435777689773670400,https://transparencyreport.google.com/political-ads/library/advertiser/AR435777689773670400/creative/CR404153536335577088,Image,US,2019-04-26,2019-05-03,CA383060505268322304
CR368248434374737920,AR436057515482939392,https://transparencyreport.google.com/political-ads/library/advertiser/AR436057515482939392/creative/CR368248434374737920,Image,US,2018-08-07,2018-08-28,CA26889656368889856
CR177041713037049856,AR436514912320094208,https://transparencyreport.google.com/political-ads/library/advertiser/AR436514912320094208/creative/CR177041713037049856,Video,US,2018-10-31,2018-11-04,CA525325765030445056
CR138355396413751296,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR138355396413751296,Text,US,2019-03-12,2019-03-21,CA356217028387799040
CR182869124664262656,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR182869124664262656,Image,US,2019-03-12,2019-03-21,CA250282381586464768
CR247340088470536192,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR247340088470536192,Text,US,2018-12-12,2018-12-23,CA339804618319986688
CR274445249118470144,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR274445249118470144,Text,US,2018-12-17,2018-12-30,CA310149140451426304
CR288874140209774592,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR288874140209774592,Text,US,2019-03-12,2019-03-21,CA79245651304513536
CR304548777975349248,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR304548777975349248,Image,US,2019-03-12,2019-03-21,CA422548365868269568
CR38201157117542400,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR38201157117542400,Text,US,2018-12-17,2018-12-23,CA207983344632201216
CR391682875453341696,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR391682875453341696,Image,US,2019-03-12,2019-03-21,CA490665310232248320
CR400452580196483072,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR400452580196483072,Text,US,2019-03-12,2019-03-21,CA69578745073106944
CR428161922483879936,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR428161922483879936,Image,US,2018-06-27,2018-07-08,CA454339095317970944
CR431300478425366528,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR431300478425366528,Image,US,2019-03-12,2019-03-21,CA28580155496595456
CR46891697023483904,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR46891697023483904,Image,US,2019-01-04,2019-01-24,CA121852001758740480
CR494139766976020480,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR494139766976020480,Image,US,2019-03-12,2019-03-21,CA464303419444690944
CR53725436668018688,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR53725436668018688,Text,US,2018-12-12,2018-12-30,CA362503486119608320
CR541186770016927744,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR541186770016927744,Text,US,2019-03-12,2019-03-21,CA92656394628497408
CR56375809446772736,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR56375809446772736,Text,US,2019-03-12,2019-03-21,CA82623351025041408
