ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list,num_of_days,impressions,spend_range_min_usd,spend_range_max_usd
CR498837430405693440,AR424466463902924800,https://transparencyreport.google.com/political-ads/library/advertiser/AR424466463902924800/creative/CR498837430405693440,Video,US,2018-10-07,2018-11-06,CA217819850532192256,31,100k-1M,1000,50000
CR568783962118291456,AR424466463902924800,https://transparencyreport.google.com/political-ads/library/advertiser/AR424466463902924800/creative/CR568783962118291456,Image,US,2018-10-04,2018-11-06,CA441029507063742464,34,100k-1M,1000,50000
CR485808217616547840,AR42449944925175808,https://transparencyreport.google.com/political-ads/library/advertiser/AR42449944925175808/creative/CR485808217616547840,Image,US,2018-08-02,2018-11-01,"CA474830693524832256, CA493970991941156864, CA88647025477812224, CA481586092965888000, CA268791010572632064",92,100k-1M,1000,50000
CR322526342845300736,AR428633612972195840,https://transparencyreport.google.com/political-ads/library/advertiser/AR428633612972195840/creative/CR322526342845300736,Text,US,2018-06-26,2018-07-02,CA214580689276764160,7,10k-100k,1000,50000
CR32950714217005056,AR428633612972195840,https://transparencyreport.google.com/political-ads/library/advertiser/AR428633612972195840/creative/CR32950714217005056,Text,US,2019-01-16,2019-04-23,CA508320718195261440,94,10k-100k,1000,50000
CR84306153571352576,AR429759512879038464,https://transparencyreport.google.com/political-ads/library/advertiser/AR429759512879038464/creative/CR84306153571352576,Text,US,2018-07-20,2018-08-06,CA109440989382311936,17,≤ 10k,100,1000
CR176318784141787136,AR431159191181197312,https://transparencyreport.google.com/political-ads/library/advertiser/AR431159191181197312/creative/CR176318784141787136,Image,US,2018-10-26,2018-11-06,CA375673436397109248,12,100k-1M,1000,50000
CR378980767373459456,AR431159191181197312,https://transparencyreport.google.com/political-ads/library/advertiser/AR431159191181197312/creative/CR378980767373459456,Image,US,2018-10-26,2018-11-07,CA428168519553646592,13,100k-1M,100,1000
CR41351532809027584,AR431159191181197312,https://transparencyreport.google.com/political-ads/library/advertiser/AR431159191181197312/creative/CR41351532809027584,Image,US,2018-10-23,2018-10-25,CA380177036024479744,3,100k-1M,100,1000
CR466589853874651136,AR431159191181197312,https://transparencyreport.google.com/political-ads/library/advertiser/AR431159191181197312/creative/CR466589853874651136,Image,US,2018-10-26,2018-11-06,CA428168519553646592,12,100k-1M,1000,50000
CR439898109598760960,AR431946441506684928,https://transparencyreport.google.com/political-ads/library/advertiser/AR431946441506684928/creative/CR439898109598760960,Video,US,2018-11-01,2018-11-05,CA362633228491685888,5,100k-1M,1000,50000
CR197223936159645696,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR197223936159645696,Text,US,2019-10-01,2019-10-20,CA453049505617543168,20,10k-100k,1000,50000
CR217244531072958464,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR217244531072958464,Video,US,2019-07-25,2019-07-31,CA574858488983846912,7,100k-1M,1000,50000
CR227096155257831424,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR227096155257831424,Video,US,2019-07-25,2019-07-31,CA574858488983846912,7,100k-1M,1000,50000
CR279823235367829504,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR279823235367829504,Video,US,2019-07-30,2019-07-31,CA574858488983846912,2,100k-1M,1000,50000
CR330336998571114496,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR330336998571114496,Image,US,2019-09-14,2019-09-27,CA227686593001947136,14,100k-1M,1000,50000
CR505219820527026176,AR432709227698454528,https://transparencyreport.google.com/political-ads/library/advertiser/AR432709227698454528/creative/CR505219820527026176,Image,US,2019-07-18,2019-07-29,CA363919382218276864,12,1M-10M,1000,50000
CR310316815974662144,AR433345570053029888,https://transparencyreport.google.com/political-ads/library/advertiser/AR433345570053029888/creative/CR310316815974662144,Video,"ES, EU",2019-04-12,2019-04-26,CA444815675353989120,15,100k-1M,1000,50000
CR515341099938611200,AR434979994087718912,https://transparencyreport.google.com/political-ads/library/advertiser/AR434979994087718912/creative/CR515341099938611200,Video,US,2018-09-11,2018-09-13,CA301983067591933952,3,100k-1M,1000,50000
CR63173540085497856,AR436057515482939392,https://transparencyreport.google.com/political-ads/library/advertiser/AR436057515482939392/creative/CR63173540085497856,Image,US,2018-07-31,2018-08-28,CA49451634970853376,29,100k-1M,1000,50000
CR534378044261924864,AR436514912320094208,https://transparencyreport.google.com/political-ads/library/advertiser/AR436514912320094208/creative/CR534378044261924864,Video,US,2018-10-16,2018-10-23,CA242277387180441600,8,100k-1M,1000,50000
CR196922669973635072,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR196922669973635072,Text,US,2018-12-12,2018-12-30,CA251247340478791680,15,10k-100k,1000,50000
CR40496112762617856,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR40496112762617856,Text,US,2018-12-12,2018-12-30,CA538530899680034816,15,10k-100k,100,1000
CR463553002758733824,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR463553002758733824,Text,US,2019-01-03,2019-01-24,CA123249755915550720,22,10k-100k,1000,50000
CR554856448329252864,AR439033893459329024,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR554856448329252864,Text,US,2019-01-03,2019-01-24,CA285379342500888576,22,10k-100k,1000,50000
CR371225911862755328,AR441735393528774656,https://transparencyreport.google.com/political-ads/library/advertiser/AR441735393528774656/creative/CR371225911862755328,Video,US,2018-09-10,2018-09-15,CA327456552984248320,5,100k-1M,1000,50000
CR223518756737908736,AR442874212697243648,https://transparencyreport.google.com/political-ads/library/advertiser/AR442874212697243648/creative/CR223518756737908736,Image,US,2019-10-11,2019-10-20,CA216710580738719744,10,1M-10M,1000,50000
CR306486667219304448,AR443573776970416128,https://transparencyreport.google.com/political-ads/library/advertiser/AR443573776970416128/creative/CR306486667219304448,Video,US,2018-09-11,2018-10-11,CA84825123059662848,30,10k-100k,100,1000
CR81588160827490304,AR443573776970416128,https://transparencyreport.google.com/political-ads/library/advertiser/AR443573776970416128/creative/CR81588160827490304,Video,US,2018-09-11,2018-10-11,CA84825123059662848,30,10k-100k,100,1000
CR569658073862373376,AR444396211667992576,https://transparencyreport.google.com/political-ads/library/advertiser/AR444396211667992576/creative/CR569658073862373376,Video,US,2018-10-30,2018-11-06,CA528703464750972928,4,100k-1M,1000,50000
CR315418824805449728,AR444563062557507584,https://transparencyreport.google.com/political-ads/library/advertiser/AR444563062557507584/creative/CR315418824805449728,Text,US,2019-09-09,2019-09-10,CA489176846366146560,2,≤ 10k,1000,50000
CR297198817621573632,AR445004791353966592,https://transparencyreport.google.com/political-ads/library/advertiser/AR445004791353966592/creative/CR297198817621573632,Video,US,2019-06-28,2019-07-31,CA119605699503194112,34,100k-1M,1000,50000
CR207937440021741568,AR445348388737646592,https://transparencyreport.google.com/political-ads/library/advertiser/AR445348388737646592/creative/CR207937440021741568,Video,US,2018-09-18,2018-11-01,CA120680197241438208,44,100k-1M,1000,50000
CR203903331859431424,AR447694746551320576,https://transparencyreport.google.com/political-ads/library/advertiser/AR447694746551320576/creative/CR203903331859431424,Text,US,2018-10-23,2018-11-06,CA168658486631071744,15,10k-100k,1000,50000
CR294337063732379648,AR447694746551320576,https://transparencyreport.google.com/political-ads/library/advertiser/AR447694746551320576/creative/CR294337063732379648,Text,US,2018-09-27,2018-10-20,CA168658486631071744,24,10k-100k,1000,50000
CR439884640581320704,AR447694746551320576,https://transparencyreport.google.com/political-ads/library/advertiser/AR447694746551320576/creative/CR439884640581320704,Text,US,2019-06-10,2019-09-18,CA444951190162112512,101,10k-100k,1000,50000
CR37594501576916992,AR454529310829576192,https://transparencyreport.google.com/political-ads/library/advertiser/AR454529310829576192/creative/CR37594501576916992,Video,US,2018-05-31,2018-06-05,CA263689276619751424,6,100k-1M,1000,50000
CR476173197222346752,AR454529310829576192,https://transparencyreport.google.com/political-ads/library/advertiser/AR454529310829576192/creative/CR476173197222346752,Video,US,2018-08-03,2018-08-07,CA238573132506464256,5,100k-1M,1000,50000
CR150976415511085056,AR456734381399080960,https://transparencyreport.google.com/political-ads/library/advertiser/AR456734381399080960/creative/CR150976415511085056,Text,"DE, EU",2019-05-03,2019-05-26,CA347516317999300608,20,10k-100k,1000,50000
CR223471615176867840,AR456734381399080960,https://transparencyreport.google.com/political-ads/library/advertiser/AR456734381399080960/creative/CR223471615176867840,Text,"DE, EU",2019-05-13,2019-05-26,CA491655695330967552,14,10k-100k,1000,50000
CR67237609939664896,AR456734381399080960,https://transparencyreport.google.com/political-ads/library/advertiser/AR456734381399080960/creative/CR67237609939664896,Text,"DE, EU",2019-05-03,2019-05-26,CA161179883416846336,20,10k-100k,1000,50000
CR91454078663524352,AR460495260921888768,https://transparencyreport.google.com/political-ads/library/advertiser/AR460495260921888768/creative/CR91454078663524352,Video,US,2018-10-22,2018-10-30,CA96450259500138496,9,100k-1M,1000,50000
CR188822430372855808,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR188822430372855808,Image,US,2018-10-29,2018-11-03,CA158282395399749632,6,100k-1M,1000,50000
CR248706231668047872,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR248706231668047872,Video,US,2018-11-02,2018-11-05,CA341030024029143040,4,100k-1M,1000,50000
CR262534789410586624,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR262534789410586624,Image,US,2018-10-12,2018-10-31,CA114654873521225728,20,1M-10M,1000,50000
CR330685818635026432,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR330685818635026432,Image,US,2018-10-31,2018-11-05,CA523425808937648128,6,100k-1M,1000,50000
CR354245054283382784,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR354245054283382784,Video,US,2018-08-04,2018-08-07,CA207878066393841664,4,10k-100k,1000,50000
CR522199853472677888,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR522199853472677888,Video,US,2018-10-02,2018-10-06,CA145480781517553664,5,10k-100k,1000,50000
CR568221012164870144,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR568221012164870144,Video,US,2018-10-02,2018-10-06,CA297055056476241920,5,10k-100k,1000,50000
CR203363471650193408,AR463536510084317184,https://transparencyreport.google.com/political-ads/library/advertiser/AR463536510084317184/creative/CR203363471650193408,Video,US,2018-10-15,2018-11-05,CA225107413601091584,22,100k-1M,1000,50000
CR24770897462165504,AR463536510084317184,https://transparencyreport.google.com/political-ads/library/advertiser/AR463536510084317184/creative/CR24770897462165504,Video,US,2018-10-16,2018-11-05,CA160931118911062016,21,100k-1M,1000,50000
CR255506711085842432,AR463536510084317184,https://transparencyreport.google.com/political-ads/library/advertiser/AR463536510084317184/creative/CR255506711085842432,Text,US,2018-10-16,2018-11-06,CA46300434645647360,22,10k-100k,1000,50000
CR285969780245004288,AR463536510084317184,https://transparencyreport.google.com/political-ads/library/advertiser/AR463536510084317184/creative/CR285969780245004288,Video,US,2018-08-23,2018-09-10,CA181824038862061568,19,100k-1M,1000,50000
CR387454703488729088,AR463536510084317184,https://transparencyreport.google.com/political-ads/library/advertiser/AR463536510084317184/creative/CR387454703488729088,Video,US,2018-08-23,2018-09-05,CA573637206443294720,14,10k-100k,1000,50000
CR488882589566763008,AR467039279252504576,https://transparencyreport.google.com/political-ads/library/advertiser/AR467039279252504576/creative/CR488882589566763008,Text,US,2019-09-24,2019-10-20,CA200623213795868672,27,10k-100k,1000,50000
CR104871419057274880,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR104871419057274880,Video,US,2018-08-29,2018-09-06,CA401686781998661632,9,100k-1M,1000,50000
CR128418560077725696,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR128418560077725696,Video,US,2018-09-12,2018-09-19,CA187202849745141760,8,10k-100k,1000,50000
CR132156899612164096,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR132156899612164096,Video,US,2018-08-25,2018-09-09,"CA365345723677409280, CA354086724608983040",16,100k-1M,1000,50000
CR153707327516573696,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR153707327516573696,Video,US,2018-08-31,2018-09-05,CA106701006405894144,6,100k-1M,1000,50000
CR158430829469499392,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR158430829469499392,Video,US,2018-09-12,2018-09-19,CA530039371378720768,8,10k-100k,1000,50000
CR167663428607934464,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR167663428607934464,Video,US,2018-10-24,2018-10-24,CA373421636583424000,1,10k-100k,100,1000
CR184027460164124672,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR184027460164124672,Text,US,2018-09-07,2018-11-06,CA277837792245972992,26,10k-100k,1000,50000
CR20046021119705088,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR20046021119705088,Image,US,2019-09-06,2019-09-10,CA320010385363042304,5,10k-100k,1000,50000
CR208069381417074688,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR208069381417074688,Text,US,2018-10-11,2018-11-06,CA56530290830475264,27,10k-100k,1000,50000
CR213417405974577152,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR213417405974577152,Video,US,2018-10-10,2018-10-19,CA568638826583425024,10,100k-1M,1000,50000
CR213582332718743552,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR213582332718743552,Video,US,2018-09-05,2018-09-25,CA294695504523034624,21,1M-10M,1000,50000
CR240995494061408256,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR240995494061408256,Video,US,2018-09-10,2018-09-21,CA390115521627947008,12,100k-1M,1000,50000
CR242354352994385920,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR242354352994385920,Video,US,2018-08-17,2018-08-24,CA2805953674084352,8,100k-1M,1000,50000
CR243450566087278592,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR243450566087278592,Video,US,2018-10-27,2018-11-06,CA148678161331126272,11,100k-1M,1000,50000
CR256909687922884608,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR256909687922884608,Text,US,2018-08-15,2018-11-06,CA80224766409048064,84,10k-100k,1000,50000
CR26652299296243712,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR26652299296243712,Video,US,2018-10-02,2018-10-08,CA98755935383584768,7,100k-1M,1000,50000
CR266983413456568320,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR266983413456568320,Video,US,2018-08-20,2018-08-27,CA217852835881025536,8,100k-1M,1000,50000
CR309204659963166720,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR309204659963166720,Video,US,2018-08-17,2018-08-28,CA265998251038081024,12,100k-1M,1000,50000
CR309325331364315136,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR309325331364315136,Video,US,2019-08-08,2019-08-15,CA47553603023405056,8,100k-1M,1000,50000
CR330735296658276352,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR330735296658276352,Video,US,2018-09-20,2018-09-30,CA530039371378720768,11,100k-1M,1000,50000
CR346174638935506944,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR346174638935506944,Video,US,2018-09-11,2018-09-14,CA116271155614056448,4,100k-1M,100,1000
CR34704985019121664,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR34704985019121664,Video,US,2018-09-09,2018-09-26,"CA365345723677409280, CA354086724608983040",18,100k-1M,1000,50000
CR395982653112713216,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR395982653112713216,Video,US,2018-09-05,2018-09-12,CA253630944248856576,8,100k-1M,1000,50000
CR396516878324858880,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR396516878324858880,Video,US,2018-10-10,2018-10-15,CA10368394649927680,6,100k-1M,1000,50000
CR404563104416923648,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR404563104416923648,Video,US,2018-09-06,2018-09-18,CA531789793890140160,13,100k-1M,1000,50000
CR416165151113216000,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR416165151113216000,Video,US,2018-08-16,2018-08-20,CA158474809934610432,5,100k-1M,1000,50000
CR423628773481512960,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR423628773481512960,Video,US,2018-10-03,2018-10-22,CA54467607016767488,20,100k-1M,1000,50000
CR435580327436484608,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR435580327436484608,Video,US,2018-10-15,2018-10-17,CA224856724949958656,3,100k-1M,1000,50000
CR442390839897882624,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR442390839897882624,Video,US,2019-08-05,2019-08-15,CA393590115810672640,11,10k-100k,1000,50000
CR455129644178341888,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR455129644178341888,Video,US,2018-09-25,2018-11-06,CA86467793431560192,43,100k-1M,1000,50000
CR466201726270046208,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR466201726270046208,Text,US,2018-08-07,2018-11-06,CA211537241091080192,92,10k-100k,1000,50000
CR483571810965651456,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR483571810965651456,Text,US,2018-10-20,2018-11-06,CA526848588634914816,14,≤ 10k,1000,50000
CR498349247242960896,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR498349247242960896,Video,US,2018-10-19,2018-10-24,CA477616855989616640,6,100k-1M,1000,50000
CR505863447146135552,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR505863447146135552,Video,US,2018-10-03,2018-10-22,CA54467607016767488,20,100k-1M,1000,50000
CR508413077171994624,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR508413077171994624,Video,US,2019-01-05,2019-02-05,CA466473305642106880,32,100k-1M,1000,50000
CR510593408729874432,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR510593408729874432,Video,US,2018-10-18,2018-10-24,CA507426815241879552,7,10k-100k,1000,50000
CR512259168845955072,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR512259168845955072,Text,US,2018-09-05,2018-11-06,CA319465302473572352,63,10k-100k,1000,50000
CR519084937031188480,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR519084937031188480,Video,US,2018-10-27,2018-10-31,"CA34080462414544896, CA192832349279354880",3,10k-100k,1000,50000
CR519582740920664064,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR519582740920664064,Image,US,2019-08-29,2019-09-10,CA302006981969838080,13,100k-1M,1000,50000
CR528457174146351104,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR528457174146351104,Video,US,2018-11-03,2018-11-06,CA174817950769872896,4,10k-100k,100,1000
CR540913541377425408,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR540913541377425408,Video,US,2018-10-11,2018-10-22,"CA555728361050079232, CA129153033845080064",12,100k-1M,1000,50000
CR546072175057043456,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR546072175057043456,Image,US,2019-08-06,2019-08-29,CA302006981969838080,24,100k-1M,1000,50000
CR549601882260111360,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR549601882260111360,Video,US,2018-08-29,2018-08-30,CA512024972869238784,2,10k-100k,100,1000
CR567757018257948672,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR567757018257948672,Video,US,2018-08-28,2018-08-31,CA129781954496167936,4,10k-100k,1000,50000
CR573489871885172736,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR573489871885172736,Video,US,2018-09-25,2018-10-10,CA374135219629850624,16,100k-1M,1000,50000
CR80828398292697088,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR80828398292697088,Video,US,2018-10-27,2018-10-31,CA7081954394505216,5,10k-100k,100,1000
CR80928453850824704,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR80928453850824704,Image,US,2018-08-18,2018-10-11,"CA542112009051701248, CA308206303405146112",55,100k-1M,1000,50000
CR90980189151952896,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR90980189151952896,Video,US,2018-10-01,2018-10-07,CA4928011115692032,7,100k-1M,1000,50000
CR97646528151158784,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR97646528151158784,Video,US,2018-10-24,2018-10-30,CA49119582459265024,7,100k-1M,1000,50000
CR384341986070495232,AR470412855804428288,https://transparencyreport.google.com/political-ads/library/advertiser/AR470412855804428288/creative/CR384341986070495232,Video,US,2018-11-02,2018-11-06,CA506748416567541760,5,10k-100k,1000,50000
CR353374378513137664,AR47074490831601664,https://transparencyreport.google.com/political-ads/library/advertiser/AR47074490831601664/creative/CR353374378513137664,Text,US,2019-09-16,2019-10-20,CA284659299823648768,34,100k-1M,100,1000
CR522981606240026624,AR47074490831601664,https://transparencyreport.google.com/political-ads/library/advertiser/AR47074490831601664/creative/CR522981606240026624,Video,US,2018-10-16,2018-11-06,CA32789635763535872,22,100k-1M,1000,50000
CR441380251273003008,AR473443109850578944,https://transparencyreport.google.com/political-ads/library/advertiser/AR473443109850578944/creative/CR441380251273003008,Image,US,2018-10-25,2018-11-06,CA500134854126469120,13,100k-1M,1000,50000
CR120157654340337664,AR474123432670265344,https://transparencyreport.google.com/political-ads/library/advertiser/AR474123432670265344/creative/CR120157654340337664,Video,"EU, GR",2019-07-02,2019-07-05,CA349981972824588288,4,100k-1M,1000,50000
CR328460132222500864,AR474123432670265344,https://transparencyreport.google.com/political-ads/library/advertiser/AR474123432670265344/creative/CR328460132222500864,Video,"EU, GR",2019-06-30,2019-07-05,CA301579271946633216,6,100k-1M,100,1000
CR315981499880964096,AR474748779908562944,https://transparencyreport.google.com/political-ads/library/advertiser/AR474748779908562944/creative/CR315981499880964096,Image,"EU, RO",2019-04-16,2019-05-10,CA281953814024552448,25,> 10M,1000,50000
CR437473136703700992,AR474748779908562944,https://transparencyreport.google.com/political-ads/library/advertiser/AR474748779908562944/creative/CR437473136703700992,Video,"EU, RO",2019-04-20,2019-05-03,CA278013164350603264,14,1M-10M,1000,50000
CR430289477483626496,AR479125385942925312,https://transparencyreport.google.com/political-ads/library/advertiser/AR479125385942925312/creative/CR430289477483626496,Video,US,2018-09-25,2018-10-16,CA208487195835629568,22,10k-100k,1000,50000
CR178514508862455808,AR480468989152067584,https://transparencyreport.google.com/political-ads/library/advertiser/AR480468989152067584/creative/CR178514508862455808,Video,US,2018-10-13,2018-11-04,CA40897434506756096,23,10k-100k,1000,50000
CR106710627132637184,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR106710627132637184,Text,US,2019-06-27,2019-07-09,CA58807104533692416,13,10k-100k,1000,50000
CR124799242676994048,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR124799242676994048,Text,US,2019-05-02,2019-06-14,CA292566300255846400,44,10k-100k,1000,50000
CR159246392219402240,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159246392219402240,Text,US,2019-07-29,2019-10-20,CA6968429818937344,84,10k-100k,1000,50000
CR221290046668406784,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR221290046668406784,Video,US,2019-09-30,2019-10-07,CA109087084077121536,8,100k-1M,1000,50000
CR223657707519868928,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR223657707519868928,Text,US,2019-04-23,2019-06-14,CA453942721376157696,53,10k-100k,1000,50000
CR255323917277724672,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR255323917277724672,Video,US,2019-09-12,2019-09-30,CA444985275022573568,19,100k-1M,1000,50000
CR284184448239403008,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR284184448239403008,Text,US,2019-05-02,2019-06-14,CA410222840520900608,44,10k-100k,100,1000
CR295871707086848000,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR295871707086848000,Text,US,2019-08-22,2019-08-31,CA76215672136269824,10,10k-100k,1000,50000
CR314298422456745984,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR314298422456745984,Video,US,2019-01-31,2019-02-08,CA272107687397818368,9,100k-1M,1000,50000
CR318568925619027968,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR318568925619027968,Text,US,2019-06-14,2019-07-17,CA404418793515778048,34,10k-100k,1000,50000
CR323590944978894848,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR323590944978894848,Text,US,2019-05-02,2019-06-14,CA410222840520900608,44,10k-100k,1000,50000
CR349007805522378752,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR349007805522378752,Image,US,2019-06-26,2019-07-01,CA419798762165108736,6,100k-1M,1000,50000
CR353235427731177472,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR353235427731177472,Text,US,2019-08-08,2019-10-20,CA344791178429857792,74,10k-100k,1000,50000
CR379922773960556544,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR379922773960556544,Text,US,2019-07-29,2019-09-17,CA574421982867619840,47,≤ 10k,1000,50000
CR430940525806223360,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR430940525806223360,Text,US,2019-09-24,2019-09-26,CA543981316257873920,3,10k-100k,1000,50000
CR458900694183706624,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR458900694183706624,Image,US,2019-09-12,2019-09-25,CA346469033173843968,14,100k-1M,1000,50000
